File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
de74b346-27a7-4bf3-8b24-0d8e4d0d2b7a	TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_G05_742022.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-BP-5183	TCGA-BP-5183-11A	Solid Tissue Normal
57f1ca14-6fda-4f29-a56a-946991633ba3	495211e7-b05b-4c1d-984e-abc7804dd99e.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B8-A54G	TCGA-B8-A54G-01A	Primary Tumor
c7bfa71c-3eac-439a-bf05-9359dd98a2a0	4803ca9c-59c4-4330-b8f7-e3eb4a01ebb6.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-CZ-5989	TCGA-CZ-5989-01A	Primary Tumor
ab43b19d-ae3a-41b5-8ed4-c3a568d7a5a0	NARKY_p_TCGAb69_SNP_N_GenomeWideSNP_6_C08_697916.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B0-5085	TCGA-B0-5085-11A	Solid Tissue Normal
182326e7-4cac-43f4-8582-63189916e536	PLENA_p_TCGAb63and64_SNP_N_GenomeWideSNP_6_C05_697362.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-AK-3433	TCGA-AK-3433-01A	Primary Tumor
284823c8-6202-4c2c-b1f4-3e6b8ff310b2	MANIA_p_TCGASNP_b82and51R_N_GenomeWideSNP_6_A08_734974.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-CZ-4866	TCGA-CZ-4866-01A	Primary Tumor
6755e4f8-4015-42b8-9656-b55870180fd4	jhu-usc.edu_KIRC.HumanMethylation27.5.lvl-3.TCGA-BP-4992-01A-01D-1332-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-BP-4992	TCGA-BP-4992-01A	Primary Tumor
299cdc61-2547-48a6-829e-3313a82defbc	OWNED_p_TCGA_b102_105_SNP_N_GenomeWideSNP_6_A05_777024.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-CZ-5988	TCGA-CZ-5988-01A	Primary Tumor
284a6072-73ec-4e3b-be0b-bdf67ee6512a	SPIKE_p_TCGA_B64_SNP_N_GenomeWideSNP_6_A03_707100.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-BP-4762	TCGA-BP-4762-01A	Primary Tumor
45314a7f-b20a-40ea-9657-ea62650920e5	f6ba6021-6504-4d4d-8b96-4009acd94195.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B2-3923	TCGA-B2-3923-01A	Primary Tumor
135ecb53-fa23-42b1-8ee1-6a64d2e35f35	HILLY_p_TCGA_b90_wRedos_SNP_N_GenomeWideSNP_6_F10_748112.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-CW-5591	TCGA-CW-5591-11A	Solid Tissue Normal
3f8ec3b1-5f72-4031-9b55-b8efef52ce4b	PLENA_p_TCGAb63and64_SNP_N_GenomeWideSNP_6_B08_697350.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B0-4693	TCGA-B0-4693-01A	Primary Tumor
a44bf22f-622f-4fa4-bbf8-2e228c19acc0	13fe6d54-192b-4e93-92a8-02ab20e589ed.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-BP-4760	TCGA-BP-4760-01A	Primary Tumor
be689379-8f58-449e-bdca-c5e23d8509e2	REEDY_p_TCGAb65_SNP_N_GenomeWideSNP_6_F09_697600.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-CJ-4893	TCGA-CJ-4893-01A	Primary Tumor
fc391121-1f79-46f8-aa24-38f8eb42704c	b32f0495-0e52-4bed-b795-5f7270960561.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-BP-4756	TCGA-BP-4756-01A	Primary Tumor
f306dd37-8d50-477e-a8e1-2cda1756d9af	jhu-usc.edu_KIRC.HumanMethylation27.2.lvl-3.TCGA-B2-3924-01A-01D-1186-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B2-3924	TCGA-B2-3924-01A	Primary Tumor
265ef764-0299-4452-9995-e50b965edfcf	495fe6cb-7649-4434-98cd-214f1b842907.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-BP-4337	TCGA-BP-4337-01A	Primary Tumor
f2a6ab50-5267-43f4-b25f-b63cad6291c7	jhu-usc.edu_KIRC.HumanMethylation27.5.lvl-3.TCGA-BP-4961-01A-01D-1332-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-BP-4961	TCGA-BP-4961-01A	Primary Tumor
8a6bd077-c986-4309-949e-651d6c622cd2	MOWED_p_TCGAb3_39_40_41_42_STY_GenomeWideSNP_6_D05_1377386.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-A3-A6NI	TCGA-A3-A6NI-10A	Blood Derived Normal
8130c627-6a51-4d22-8da4-c6214b73e44c	BUBBY_p_TCGA_b89_105_SNP_N_GenomeWideSNP_6_C01_777444.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B4-5835	TCGA-B4-5835-01A	Primary Tumor
919c37a0-f79b-48f8-b738-cd0d4a5b704a	MANIA_p_TCGASNP_b82and51R_N_GenomeWideSNP_6_D09_734826.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-CZ-5470	TCGA-CZ-5470-11A	Solid Tissue Normal
bede9e57-2f80-4fc8-b810-ab200a8cac41	SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E03_748588.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B2-5633	TCGA-B2-5633-01A	Primary Tumor
d50f2431-36c8-4415-b6d4-026e07c5c171	SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_G02_748624.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-CJ-5680	TCGA-CJ-5680-11A	Solid Tissue Normal
65c657f3-fa35-4f87-8514-caeb341c9293	b125b3b0-aa59-4e92-9a19-47d5049f7737.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-AK-3429	TCGA-AK-3429-01A	Primary Tumor
f9d9cc5b-a263-451c-901b-12cffa2bba1c	jhu-usc.edu_KIRC.HumanMethylation450.1.lvl-3.TCGA-AK-3433-01A-02D-1275-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-AK-3433	TCGA-AK-3433-01A	Primary Tumor
a77855e7-954e-4b15-9b7f-b21b9382d359	SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_A06_748612.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-A3-3387	TCGA-A3-3387-01A	Primary Tumor
0a02a364-ac6f-4a4c-8ea8-66910954c5b1	jhu-usc.edu_KIRC.HumanMethylation27.2.lvl-3.TCGA-CJ-4638-11A-01D-1186-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-CJ-4638	TCGA-CJ-4638-11A	Solid Tissue Normal
881d3fc7-80f4-4722-82bb-1b6c19f088dd	16a8dfea-9306-404d-acda-1817d0fa2fa2.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B0-4706	TCGA-B0-4706-01A	Primary Tumor
06a9ef47-7c2f-4657-b01e-8359dbfb64a0	SPIKE_p_TCGA_B64_SNP_N_GenomeWideSNP_6_A12_697514.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-BP-4774	TCGA-BP-4774-11A	Solid Tissue Normal
0593539c-58fa-49c0-a01d-9d46f0d228e9	jhu-usc.edu_KIRC.HumanMethylation27.3.lvl-3.TCGA-BP-4169-11A-01D-1284-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-BP-4169	TCGA-BP-4169-11A	Solid Tissue Normal
dbf47a67-293d-4f03-9c22-5d6fe5152778	BUBBY_p_TCGA_b89_105_SNP_N_GenomeWideSNP_6_C08_777490.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-B4-5836	TCGA-B4-5836-10A	Blood Derived Normal
dc08c56f-6d8f-4db2-b434-91cd34e1ab65	BEFIT_p_TCGAb32_SNP_S_GenomeWideSNP_6_A05_585058.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-AK-3440	TCGA-AK-3440-01A	Primary Tumor
6d3359bd-3a96-48e3-ab62-8ffc80d14d61	MANIA_p_TCGASNP_b82and51R_N_GenomeWideSNP_6_D09_734826.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-CZ-5470	TCGA-CZ-5470-11A	Solid Tissue Normal
fa2b68a5-40d2-4593-b006-102015381aec	BUBBY_p_TCGA_b89_105_SNP_N_GenomeWideSNP_6_E07_777522.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-B4-5835	TCGA-B4-5835-10A	Blood Derived Normal
b55cf612-858e-42cc-8727-ad5051dd9c25	HILLY_p_TCGA_b90_wRedos_SNP_N_GenomeWideSNP_6_G05_748080.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-DV-5568	TCGA-DV-5568-01A	Primary Tumor
b0bcbada-4b2c-4aac-841e-1efb89bdfc93	jhu-usc.edu_KIRC.HumanMethylation450.4.lvl-3.TCGA-CZ-5460-01A-01D-1500-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-CZ-5460	TCGA-CZ-5460-01A	Primary Tumor
25cd3b20-44d0-40ee-847b-3213e4199937	BEFIT_p_TCGAb32_SNP_S_GenomeWideSNP_6_D02_585008.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-AK-3447	TCGA-AK-3447-01A	Primary Tumor
b3a12a97-3618-4429-92b1-d5b6b9bed850	jhu-usc.edu_KIRC.HumanMethylation27.4.lvl-3.TCGA-CJ-4870-01A-01D-1303-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-CJ-4870	TCGA-CJ-4870-01A	Primary Tumor
b0600433-835f-4e70-ba12-45bd2fd5edc2	NINES_p_TCGAb68_SNP_N_GenomeWideSNP_6_E10_730702.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B0-5115	TCGA-B0-5115-01A	Primary Tumor
6e1a5f75-98f4-403d-8d3f-0f7c6660de85	SPIKE_p_TCGA_B64_SNP_N_GenomeWideSNP_6_C11_697578.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-BP-4337	TCGA-BP-4337-01A	Primary Tumor
572063c0-00c5-4060-b3b6-7cc474e28dbc	BUBBY_p_TCGA_b89_105_SNP_N_GenomeWideSNP_6_F03_777484.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B4-5844	TCGA-B4-5844-10A	Blood Derived Normal
f5ec80ec-fbde-4e4d-8823-6ee427123517	SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_D04_748562.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-B0-5701	TCGA-B0-5701-11A	Solid Tissue Normal
dee48a56-edd7-485a-864f-3b8a9078ddb2	875c4c80-bbe2-4ab7-b276-adc8ecaa987c.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-AK-3443	TCGA-AK-3443-01A	Primary Tumor
fad87577-a83f-43e0-ab97-ca5bb4d33ac9	e82af209-5404-4047-adc5-fe248c1845c4.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-A3-3324	TCGA-A3-3324-01A	Primary Tumor
949d3bf0-eaf5-4e1b-bf95-c524c90819aa	MOWED_p_TCGAb3_39_40_41_42_STY_GenomeWideSNP_6_C12_1377490.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-B8-A54H	TCGA-B8-A54H-01A	Primary Tumor
c057f6b8-e22a-4904-846f-e5bc2326c8bc	jhu-usc.edu_KIRC.HumanMethylation27.4.lvl-3.TCGA-CJ-4886-01A-01D-1303-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-CJ-4886	TCGA-CJ-4886-01A	Primary Tumor
9afc8153-051a-49a5-9888-f3506f8f6a70	jhu-usc.edu_KIRC.HumanMethylation27.1.lvl-3.TCGA-A3-3382-11A-01D-0859-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-A3-3382	TCGA-A3-3382-11A	Solid Tissue Normal
79bee50f-6854-48b4-89c7-a9c1976812bb	3a8bb200-5964-4ae2-a656-c1dc40c29d71.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-CZ-5452	TCGA-CZ-5452-11A	Solid Tissue Normal
775d7186-a542-49fd-a56a-b2e2d03e40aa	SITUS_p_TCGAb50_SNP_N_GenomeWideSNP_6_C08_680120.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-B2-4102	TCGA-B2-4102-11A	Solid Tissue Normal
803d1e8f-0073-4fd5-ad34-99f170a1739c	8c223489-5aef-4d81-b69a-1063b737fee3.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B0-5081	TCGA-B0-5081-01A	Primary Tumor
3b25ee6c-9a54-4dfa-91e4-d35fccbdb3f2	jhu-usc.edu_KIRC.HumanMethylation450.1.lvl-3.TCGA-B0-4713-01A-01D-1275-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B0-4713	TCGA-B0-4713-01A	Primary Tumor
559aa907-9adb-4d64-b575-b5dfc58b9bc7	SPIKE_p_TCGA_B64_SNP_N_GenomeWideSNP_6_B09_697544.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-BP-4334	TCGA-BP-4334-01A	Primary Tumor
f369b985-b613-419e-aa09-72a5c711c7a5	305a4734-0b17-43a8-b783-48e0b861e410.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-CZ-5451	TCGA-CZ-5451-11A	Solid Tissue Normal
05e3afe8-0a46-4024-a155-3bbc2468069f	SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E09_748442.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-B8-5553	TCGA-B8-5553-01A	Primary Tumor
48236670-4aef-4020-bad6-2ce1410e5b02	HILLY_p_TCGA_b90_wRedos_SNP_N_GenomeWideSNP_6_C09_748072.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-DV-5574	TCGA-DV-5574-01A	Primary Tumor
6523bf0f-5dae-47ec-9509-81b894194bfe	NINES_p_TCGAb68_SNP_N_GenomeWideSNP_6_H03_730566.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-A3-3370	TCGA-A3-3370-11A	Solid Tissue Normal
d8fb076c-4ce0-4e48-906e-225290fbeede	jhu-usc.edu_KIRC.HumanMethylation450.3.lvl-3.TCGA-BP-5178-11A-01D-1424-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-BP-5178	TCGA-BP-5178-11A	Solid Tissue Normal
408a2d9f-6e4c-46b4-b5e4-28c1ed5d2d34	jhu-usc.edu_KIRC.HumanMethylation450.2.lvl-3.TCGA-B0-5107-11A-01D-1418-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B0-5107	TCGA-B0-5107-11A	Solid Tissue Normal
a9adc432-7acb-4538-b05f-f1af9f193d00	575eaaf3-fc59-4de2-995e-2077b1292929.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-DV-A4W0	TCGA-DV-A4W0-01A	Primary Tumor
4a4ccb3b-31e4-4754-a797-744644b4f122	SPIKE_p_TCGA_B64_SNP_N_GenomeWideSNP_6_F08_697464.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-BP-4758	TCGA-BP-4758-11A	Solid Tissue Normal
c1e14922-245a-4e2a-80d1-c23970141d66	a7a1bf70-f3cc-4d5f-acbe-11eedd1db804.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-CZ-5452	TCGA-CZ-5452-11A	Solid Tissue Normal
bef2a303-92fa-4013-84b2-af9b5fb3ce35	PLENA_p_TCGAb63and64_SNP_N_GenomeWideSNP_6_G02_697232.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-AK-3428	TCGA-AK-3428-10A	Blood Derived Normal
f6e8a5a8-730a-4365-9842-758c68f57117	023ce468-15ef-4077-af4d-4a723d133132.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-BP-4346	TCGA-BP-4346-01A	Primary Tumor
3d8bdeaa-ea62-4bb8-89ec-ac38ac193ffc	9804f9e5-df8f-4dc7-a2b9-6084d68d5816.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-BP-4970	TCGA-BP-4970-01A	Primary Tumor
d44c6229-c175-4bd9-8810-23c6550e0f1f	47883cf6-0ed2-4777-a134-b94d8caf2d16.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-A3-3311	TCGA-A3-3311-01A	Primary Tumor
39b55de6-d4be-451b-9e7d-31da539e67fb	f1af54f4-3006-4136-b0db-aec16e2075ec.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-BP-4968	TCGA-BP-4968-01A	Primary Tumor
d5100b53-59e3-4fd2-ae22-4ce5965e3112	jhu-usc.edu_KIRC.HumanMethylation450.4.lvl-3.TCGA-B0-4810-01A-01D-1500-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B0-4810	TCGA-B0-4810-01A	Primary Tumor
a10ace8f-0f14-42a5-a2d8-84fe3e52cda6	55abae05-65d6-4858-b47f-3f5f6af22b28.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-MW-A4EC	TCGA-MW-A4EC-01A	Primary Tumor
bac9155b-fa40-498b-b31b-397e875407aa	f3d74bd1-d5a8-478f-9022-5cc09050e7d4.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-DV-5567	TCGA-DV-5567-01A	Primary Tumor
853078cc-b28d-46d9-84cb-83eec1b4877d	PLENA_p_TCGAb63and64_SNP_N_GenomeWideSNP_6_B01_697370.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-BP-4775	TCGA-BP-4775-11A	Solid Tissue Normal
0a4fbcf2-1e92-4f11-89da-2b22acb2410d	NARKY_p_TCGAb69_SNP_N_GenomeWideSNP_6_C08_697916.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-B0-5085	TCGA-B0-5085-11A	Solid Tissue Normal
4db8695a-7ca3-435d-90f1-02f625bba99b	MANIA_p_TCGASNP_b82and51R_N_GenomeWideSNP_6_F03_734836.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-CZ-4865	TCGA-CZ-4865-11A	Solid Tissue Normal
519b84f8-3c32-4e53-9de3-49c522e87e69	REEDY_p_TCGAb65_SNP_N_GenomeWideSNP_6_H07_697750.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-CZ-4861	TCGA-CZ-4861-01A	Primary Tumor
5c4249e5-26bc-4011-a593-0e9661e0470b	TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_C06_742018.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-BP-5202	TCGA-BP-5202-11A	Solid Tissue Normal
bf145449-2f1f-4d8c-bdfd-c0f764271e28	NINES_p_TCGAb68_SNP_N_GenomeWideSNP_6_A04_730650.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B0-5083	TCGA-B0-5083-01A	Primary Tumor
65be4045-0575-4198-a65f-2ce9e3b9df69	SPIKE_p_TCGA_B64_SNP_N_GenomeWideSNP_6_D03_697454.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-BP-4176	TCGA-BP-4176-11A	Solid Tissue Normal
8c8dec27-4795-4ade-b233-ac379cc70d8f	SPIKE_p_TCGA_B64_SNP_N_GenomeWideSNP_6_G10_697504.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-BP-4160	TCGA-BP-4160-01A	Primary Tumor
118c4653-c784-4df0-a005-22590e95a5e6	SITUS_p_TCGAb50_SNP_N_GenomeWideSNP_6_B03_680022.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B8-4148	TCGA-B8-4148-10A	Blood Derived Normal
61c68fae-51d4-4e7e-8d2e-8cbeb53b50a0	SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_F05_748510.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-CJ-5678	TCGA-CJ-5678-11A	Solid Tissue Normal
052cf5a2-54d3-4d13-93e6-dbb507e4ba57	jhu-usc.edu_KIRC.HumanMethylation450.4.lvl-3.TCGA-B0-5080-11A-01D-1500-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B0-5080	TCGA-B0-5080-11A	Solid Tissue Normal
7878547f-1864-428a-a5f2-9ae05e0dae10	jhu-usc.edu_KIRC.HumanMethylation450.1.lvl-3.TCGA-B0-4703-11A-01D-1275-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B0-4703	TCGA-B0-4703-11A	Solid Tissue Normal
037f9305-d55e-4206-a447-6a4dd756a62e	NARKY_p_TCGAb69_SNP_N_GenomeWideSNP_6_F12_697892.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-BP-4965	TCGA-BP-4965-11A	Solid Tissue Normal
a4315213-41db-4898-851d-82ae4b03e22e	BEFIT_p_TCGAb32_SNP_S_GenomeWideSNP_6_A12_584900.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-A3-3307	TCGA-A3-3307-01A	Primary Tumor
392e6a23-e19f-420b-b88a-f305b72807d9	PLENA_p_TCGAb63and64_SNP_N_GenomeWideSNP_6_D06_697234.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B0-4714	TCGA-B0-4714-11A	Solid Tissue Normal
4edddfce-1988-4c36-8a73-8da025b8571a	REEDY_p_TCGAb65_SNP_N_GenomeWideSNP_6_D06_697764.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-CJ-4878	TCGA-CJ-4878-11A	Solid Tissue Normal
c952f7ac-eeb9-42db-a1de-1ba27eecf489	jhu-usc.edu_KIRC.HumanMethylation450.3.lvl-3.TCGA-BP-5196-11A-01D-1424-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-BP-5196	TCGA-BP-5196-11A	Solid Tissue Normal
1232fa43-bfbe-4852-bcc7-584b1d007da6	71a24f55-17a7-4396-91fa-e6c7e03df518.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-BP-4801	TCGA-BP-4801-01A	Primary Tumor
20ab2a7e-90dd-44b3-ba9e-ef401873ef17	SITUS_p_TCGAb50_SNP_N_GenomeWideSNP_6_C03_680200.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B8-4619	TCGA-B8-4619-10A	Blood Derived Normal
c6e9f916-f82a-4cf5-8eb9-605a2a664f6f	10a93ff8-e2cd-4f1d-acb8-ae4ccd5fecdb.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-AK-3434	TCGA-AK-3434-01A	Primary Tumor
23189471-6e01-4e40-b94d-ee6c6d9ccae3	jhu-usc.edu_KIRC.HumanMethylation27.2.lvl-3.TCGA-BP-4164-01A-01D-1186-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-BP-4164	TCGA-BP-4164-01A	Primary Tumor
a2817480-0e04-4bb2-b0e7-76bfa623ae9d	REEDY_p_TCGAb65_SNP_N_GenomeWideSNP_6_F11_697638.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-CJ-4873	TCGA-CJ-4873-11A	Solid Tissue Normal
bae92e0c-6254-46e6-81be-39321df22afe	73162398-bd6e-46ec-b59b-c101fb98a796.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-A3-3331	TCGA-A3-3331-01A	Primary Tumor
1209f6dc-ddd5-4f9b-b52f-ec4b1c8b93ab	jhu-usc.edu_KIRC.HumanMethylation450.5.lvl-3.TCGA-B0-5691-01A-11D-1536-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B0-5691	TCGA-B0-5691-01A	Primary Tumor
5336db5e-c043-490c-bfc8-6b08ae421bf1	jhu-usc.edu_KIRC.HumanMethylation27.3.lvl-3.TCGA-BP-4343-11A-01D-1284-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-BP-4343	TCGA-BP-4343-11A	Solid Tissue Normal
71e43629-689d-40eb-b81b-cbfef5138223	2cf4c6cd-8028-4b17-a615-5924d287ec18.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B0-4827	TCGA-B0-4827-01A	Primary Tumor
48105bc2-5ba5-4483-ba16-5174ea4ae019	0283d010-640d-47ee-9bf4-4c6e838a4ff9.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-A3-3346	TCGA-A3-3346-01A	Primary Tumor
